Item Name,Item ID,Item meta,Has NBT,Display Name
minecraft:wooden_slab,126,2,false,桦木台阶
minecraft:wooden_slab,126,3,false,丛林木台阶
minecraft:wooden_slab,126,4,false,金合欢木台阶
minecraft:wooden_slab,126,5,false,深色橡木台阶
minecraft:sandstone_stairs,128,0,false,砂岩楼梯
minecraft:emerald_ore,129,0,false,绿宝石矿石
minecraft:ender_chest,130,0,false,末影箱
minecraft:tripwire_hook,131,0,false,绊线钩
minecraft:emerald_block,133,0,false,绿宝石块
minecraft:spruce_stairs,134,0,false,云杉木楼梯
minecraft:birch_stairs,135,0,false,桦木楼梯
minecraft:jungle_stairs,136,0,false,丛林木楼梯
minecraft:beacon,138,0,false,信标
minecraft:cobblestone_wall,139,0,false,圆石墙
minecraft:cobblestone_wall,139,1,false,苔石墙
minecraft:wooden_button,143,0,false,按钮
minecraft:anvil,145,0,false,铁砧
minecraft:anvil,145,1,false,轻微损坏的铁砧
minecraft:anvil,145,2,false,严重损坏的铁砧
minecraft:trapped_chest,146,0,false,陷阱箱
minecraft:light_weighted_pressure_plate,147,0,false,测重压力板（轻质）
minecraft:heavy_weighted_pressure_plate,148,0,false,测重压力板（重质）
minecraft:daylight_detector,151,0,false,阳光传感器
minecraft:redstone_block,152,0,false,红石块
minecraft:quartz_ore,153,0,false,下界石英矿石
minecraft:hopper,154,0,false,漏斗
minecraft:quartz_block,155,0,false,石英块
minecraft:quartz_block,155,1,false,錾制石英块
minecraft:quartz_block,155,2,false,竖纹石英块
minecraft:quartz_stairs,156,0,false,石英楼梯
minecraft:activator_rail,157,0,false,激活轨道
minecraft:dropper,158,0,false,投掷器
minecraft:stained_hardened_clay,159,0,false,白色陶瓦
minecraft:stained_hardened_clay,159,1,false,橙色陶瓦
minecraft:stained_hardened_clay,159,2,false,品红色陶瓦
minecraft:stained_hardened_clay,159,3,false,淡蓝色陶瓦
minecraft:stained_hardened_clay,159,4,false,黄色陶瓦
minecraft:stained_hardened_clay,159,5,false,黄绿色陶瓦
minecraft:stained_hardened_clay,159,6,false,粉红色陶瓦
minecraft:stained_hardened_clay,159,7,false,灰色陶瓦
minecraft:stained_hardened_clay,159,8,false,淡灰色陶瓦
minecraft:stained_hardened_clay,159,9,false,青色陶瓦
minecraft:stained_hardened_clay,159,10,false,紫色陶瓦
minecraft:stained_hardened_clay,159,11,false,蓝色陶瓦
minecraft:stained_hardened_clay,159,12,false,棕色陶瓦
minecraft:stained_hardened_clay,159,13,false,绿色陶瓦
minecraft:stained_hardened_clay,159,14,false,红色陶瓦
minecraft:stained_hardened_clay,159,15,false,黑色陶瓦
minecraft:stained_glass_pane,160,0,false,白色染色玻璃板
minecraft:stained_glass_pane,160,1,false,橙色染色玻璃板
minecraft:stained_glass_pane,160,2,false,品红色染色玻璃板
minecraft:stained_glass_pane,160,3,false,淡蓝色染色玻璃板
minecraft:stained_glass_pane,160,4,false,黄色染色玻璃板
minecraft:stained_glass_pane,160,5,false,黄绿色染色玻璃板
minecraft:stained_glass_pane,160,6,false,粉红色染色玻璃板
minecraft:stained_glass_pane,160,7,false,灰色染色玻璃板
minecraft:stained_glass_pane,160,8,false,淡灰色染色玻璃板
minecraft:stained_glass_pane,160,9,false,青色染色玻璃板
minecraft:stained_glass_pane,160,10,false,紫色染色玻璃板
minecraft:stained_glass_pane,160,11,false,蓝色染色玻璃板
minecraft:stained_glass_pane,160,12,false,棕色染色玻璃板
minecraft:stained_glass_pane,160,13,false,绿色染色玻璃板
minecraft:stained_glass_pane,160,14,false,红色染色玻璃板
minecraft:stained_glass_pane,160,15,false,黑色染色玻璃板
minecraft:leaves2,161,0,false,金合欢树叶
minecraft:leaves2,161,1,false,深色橡树树叶
minecraft:log2,162,0,false,金合欢木
minecraft:log2,162,1,false,深色橡木
minecraft:acacia_stairs,163,0,false,金合欢木楼梯
minecraft:dark_oak_stairs,164,0,false,深色橡木楼梯
minecraft:slime,165,0,false,粘液块
minecraft:iron_trapdoor,167,0,false,铁活板门
minecraft:prismarine,168,0,false,海晶石
minecraft:prismarine,168,1,false,海晶石砖
minecraft:prismarine,168,2,false,暗海晶石
minecraft:sea_lantern,169,0,false,海晶灯
minecraft:hay_block,170,0,false,干草块
minecraft:carpet,171,0,false,白色地毯
minecraft:carpet,171,1,false,橙色地毯
minecraft:carpet,171,2,false,品红色地毯
minecraft:carpet,171,3,false,淡蓝色地毯
minecraft:carpet,171,4,false,黄色地毯
minecraft:carpet,171,5,false,黄绿色地毯
minecraft:carpet,171,6,false,粉红色地毯
minecraft:carpet,171,7,false,灰色地毯
minecraft:carpet,171,8,false,淡灰色地毯
minecraft:carpet,171,9,false,青色地毯
minecraft:carpet,171,10,false,紫色地毯
minecraft:carpet,171,11,false,蓝色地毯
minecraft:carpet,171,12,false,棕色地毯
minecraft:carpet,171,13,false,绿色地毯
minecraft:carpet,171,14,false,红色地毯
minecraft:carpet,171,15,false,黑色地毯
minecraft:hardened_clay,172,0,false,陶瓦
minecraft:coal_block,173,0,false,煤炭块
minecraft:packed_ice,174,0,false,浮冰
minecraft:double_plant,175,0,false,向日葵
minecraft:double_plant,175,1,false,丁香
minecraft:double_plant,175,2,false,高草丛
minecraft:double_plant,175,3,false,大型蕨
minecraft:double_plant,175,4,false,玫瑰丛
minecraft:double_plant,175,5,false,牡丹
minecraft:red_sandstone,179,0,false,红砂岩
minecraft:red_sandstone,179,1,false,錾制红砂岩
minecraft:red_sandstone,179,2,false,平滑红砂岩
minecraft:red_sandstone_stairs,180,0,false,红砂岩楼梯
minecraft:stone_slab2,182,0,false,红砂岩台阶
minecraft:spruce_fence_gate,183,0,false,云杉木栅栏门
minecraft:birch_fence_gate,184,0,false,白桦木栅栏门
minecraft:jungle_fence_gate,185,0,false,丛林木栅栏门
minecraft:dark_oak_fence_gate,186,0,false,深色橡木栅栏门
minecraft:acacia_fence_gate,187,0,false,金合欢栅栏门
minecraft:spruce_fence,188,0,false,云杉木栅栏
minecraft:birch_fence,189,0,false,白桦木栅栏
minecraft:jungle_fence,190,0,false,丛林木栅栏
minecraft:dark_oak_fence,191,0,false,深色橡木栅栏
minecraft:acacia_fence,192,0,false,金合欢栅栏
minecraft:end_rod,198,0,false,末地烛
minecraft:chorus_plant,199,0,false,紫颂植物
minecraft:chorus_flower,200,0,false,紫颂花
minecraft:purpur_block,201,0,false,紫珀块
minecraft:purpur_pillar,202,0,false,竖纹紫珀块
minecraft:purpur_stairs,203,0,false,紫珀楼梯
minecraft:purpur_slab,205,0,false,紫珀台阶
minecraft:end_bricks,206,0,false,末地石砖
minecraft:magma,213,0,false,岩浆水
minecraft:nether_wart_block,214,0,false,地狱疣块
minecraft:red_nether_brick,215,0,false,红色地狱砖
minecraft:bone_block,216,0,false,骨块
minecraft:observer,218,0,false,侦测器
minecraft:white_shulker_box,219,0,false,白色潜影盒
minecraft:orange_shulker_box,220,0,false,橙色潜影盒
minecraft:magenta_shulker_box,221,0,false,品红色潜影盒
minecraft:light_blue_shulker_box,222,0,false,淡蓝色潜影盒
minecraft:yellow_shulker_box,223,0,false,黄色潜影盒
minecraft:lime_shulker_box,224,0,false,黄绿色潜影盒
minecraft:pink_shulker_box,225,0,false,粉红色潜影盒
minecraft:gray_shulker_box,226,0,false,灰色潜影盒
minecraft:silver_shulker_box,227,0,false,淡灰色潜影盒
minecraft:cyan_shulker_box,228,0,false,青色潜影盒
minecraft:purple_shulker_box,229,0,false,紫色潜影盒
minecraft:blue_shulker_box,230,0,false,蓝色潜影盒
minecraft:brown_shulker_box,231,0,false,棕色潜影盒
minecraft:green_shulker_box,232,0,false,绿色潜影盒
minecraft:red_shulker_box,233,0,false,红色潜影盒
minecraft:black_shulker_box,234,0,false,黑色潜影盒
minecraft:white_glazed_terracotta,235,0,false,白色带釉陶瓦
minecraft:orange_glazed_terracotta,236,0,false,橙色带釉陶瓦
minecraft:magenta_glazed_terracotta,237,0,false,品红色带釉陶瓦
minecraft:light_blue_glazed_terracotta,238,0,false,淡蓝色带釉陶瓦
minecraft:yellow_glazed_terracotta,239,0,false,黄色带釉陶瓦
minecraft:lime_glazed_terracotta,240,0,false,黄绿色带釉陶瓦
minecraft:pink_glazed_terracotta,241,0,false,粉红色带釉陶瓦
minecraft:gray_glazed_terracotta,242,0,false,灰色带釉陶瓦
minecraft:silver_glazed_terracotta,243,0,false,淡灰色带釉陶瓦
minecraft:cyan_glazed_terracotta,244,0,false,青色带釉陶瓦
minecraft:purple_glazed_terracotta,245,0,false,紫色带釉陶瓦
minecraft:blue_glazed_terracotta,246,0,false,蓝色带釉陶瓦
minecraft:brown_glazed_terracotta,247,0,false,棕色带釉陶瓦
minecraft:green_glazed_terracotta,248,0,false,绿色带釉陶瓦
minecraft:red_glazed_terracotta,249,0,false,红色带釉陶瓦
minecraft:black_glazed_terracotta,250,0,false,黑色带釉陶瓦
minecraft:concrete,251,0,false,白色混凝土
minecraft:concrete,251,1,false,橙色混凝土
minecraft:concrete,251,2,false,品红色混凝土
minecraft:concrete,251,3,false,淡蓝色混凝土
minecraft:concrete,251,4,false,黄色混凝土
minecraft:concrete,251,5,false,黄绿色混凝土
minecraft:concrete,251,6,false,粉红色混凝土
minecraft:concrete,251,7,false,灰色混凝土
minecraft:concrete,251,8,false,淡灰色混凝土
minecraft:concrete,251,9,false,青色混凝土
minecraft:concrete,251,10,false,紫色混凝土
minecraft:concrete,251,11,false,蓝色混凝土
minecraft:concrete,251,12,false,棕色混凝土
minecraft:concrete,251,13,false,绿色混凝土
minecraft:concrete,251,14,false,红色混凝土
minecraft:concrete,251,15,false,黑色混凝土
minecraft:concrete_powder,252,0,false,白色混凝土粉末
minecraft:concrete_powder,252,1,false,橙色混凝土粉末
minecraft:concrete_powder,252,2,false,品红色混凝土粉末
minecraft:concrete_powder,252,3,false,淡蓝色混凝土粉末
minecraft:concrete_powder,252,4,false,黄色混凝土粉末
minecraft:concrete_powder,252,5,false,黄绿色混凝土粉末
minecraft:concrete_powder,252,6,false,粉红色混凝土粉末
minecraft:concrete_powder,252,7,false,灰色混凝土粉末
minecraft:concrete_powder,252,8,false,淡灰色混凝土粉末
minecraft:concrete_powder,252,9,false,青色混凝土粉末
minecraft:concrete_powder,252,10,false,紫色混凝土粉末
minecraft:concrete_powder,252,11,false,蓝色混凝土粉末
minecraft:concrete_powder,252,12,false,棕色混凝土粉末
minecraft:concrete_powder,252,13,false,绿色混凝土粉末
minecraft:concrete_powder,252,14,false,红色混凝土粉末
minecraft:concrete_powder,252,15,false,黑色混凝土粉末
minecraft:iron_shovel,256,0,false,铁锹
minecraft:iron_pickaxe,257,0,false,铁镐
minecraft:iron_axe,258,0,false,铁斧
minecraft:flint_and_steel,259,0,false,打火石
minecraft:apple,260,0,false,苹果
minecraft:bow,261,0,false,弓
minecraft:arrow,262,0,false,箭
minecraft:coal,263,0,false,煤炭
minecraft:coal,263,1,false,木炭
minecraft:diamond,264,0,false,钻石
minecraft:iron_ingot,265,0,false,铁锭
minecraft:gold_ingot,266,0,false,金锭
minecraft:iron_sword,267,0,false,铁剑
minecraft:wooden_sword,268,0,false,木剑
minecraft:wooden_shovel,269,0,false,木锹
minecraft:wooden_pickaxe,270,0,false,木镐
minecraft:wooden_axe,271,0,false,木斧
minecraft:stone_sword,272,0,false,石剑
minecraft:stone_shovel,273,0,false,石锹
minecraft:stone_pickaxe,274,0,false,石镐
minecraft:stone_axe,275,0,false,石斧
minecraft:diamond_sword,276,0,false,钻石剑
minecraft:diamond_shovel,277,0,false,钻石锹
minecraft:diamond_pickaxe,278,0,false,钻石镐
minecraft:diamond_axe,279,0,false,钻石斧
minecraft:stick,280,0,false,木棍
minecraft:bowl,281,0,false,碗
minecraft:mushroom_stew,282,0,false,蘑菇煲
minecraft:golden_sword,283,0,false,金剑
minecraft:golden_shovel,284,0,false,金锹
minecraft:golden_pickaxe,285,0,false,金镐
minecraft:golden_axe,286,0,false,金斧
minecraft:string,287,0,false,线
minecraft:feather,288,0,false,羽毛
minecraft:gunpowder,289,0,false,火药
minecraft:wooden_hoe,290,0,false,木锄
minecraft:stone_hoe,291,0,false,石锄
minecraft:iron_hoe,292,0,false,铁锄
minecraft:diamond_hoe,293,0,false,钻石锄
minecraft:golden_hoe,294,0,false,金锄
minecraft:wheat_seeds,295,0,false,小麦种子
minecraft:wheat,296,0,false,小麦
minecraft:bread,297,0,false,面包
minecraft:leather_helmet,298,0,false,皮革帽子
minecraft:leather_chestplate,299,0,false,皮革外套
minecraft:leather_leggings,300,0,false,皮革裤子
minecraft:leather_boots,301,0,false,皮革靴子
minecraft:chainmail_helmet,302,0,false,锁链头盔
minecraft:chainmail_chestplate,303,0,false,锁链胸甲
minecraft:chainmail_leggings,304,0,false,锁链护腿
minecraft:chainmail_boots,305,0,false,锁链靴子
minecraft:iron_helmet,306,0,false,铁头盔
minecraft:iron_chestplate,307,0,false,铁胸甲
minecraft:iron_leggings,308,0,false,铁护腿
minecraft:iron_boots,309,0,false,铁靴子
minecraft:diamond_helmet,310,0,false,钻石头盔
minecraft:diamond_chestplate,311,0,false,钻石胸甲
minecraft:diamond_leggings,312,0,false,钻石护腿
minecraft:diamond_boots,313,0,false,钻石靴子
minecraft:golden_helmet,314,0,false,金头盔
minecraft:golden_chestplate,315,0,false,金胸甲
minecraft:golden_leggings,316,0,false,金护腿
minecraft:golden_boots,317,0,false,金靴子
minecraft:flint,318,0,false,燧石
minecraft:porkchop,319,0,false,生猪排
minecraft:cooked_porkchop,320,0,false,熟猪排
minecraft:painting,321,0,false,画
minecraft:golden_apple,322,0,false,金苹果
minecraft:golden_apple,322,1,false,金苹果
minecraft:sign,323,0,false,告示牌
minecraft:wooden_door,324,0,false,橡木门
minecraft:bucket,325,0,false,桶
minecraft:water_bucket,326,0,false,水桶
minecraft:lava_bucket,327,0,false,熔岩桶
minecraft:minecart,328,0,false,矿车
minecraft:saddle,329,0,false,鞍
minecraft:iron_door,330,0,false,铁门
minecraft:redstone,331,0,false,红石
minecraft:snowball,332,0,false,雪球
minecraft:boat,333,0,false,橡木船
minecraft:leather,334,0,false,皮革
minecraft:milk_bucket,335,0,false,牛奶
minecraft:brick,336,0,false,红砖
minecraft:clay_ball,337,0,false,粘土
minecraft:reeds,338,0,false,甘蔗
minecraft:paper,339,0,false,纸
minecraft:book,340,0,false,书
minecraft:slime_ball,341,0,false,粘液球
minecraft:chest_minecart,342,0,false,箱子车
minecraft:furnace_minecart,343,0,false,熔炉车
minecraft:egg,344,0,false,鸡蛋
minecraft:compass,345,0,false,指南针
minecraft:fishing_rod,346,0,false,钓鱼竿
minecraft:clock,347,0,false,钟
minecraft:glowstone_dust,348,0,false,荧石粉
minecraft:fish,349,0,false,生鱼
minecraft:fish,349,1,false,生鲑鱼
minecraft:fish,349,2,false,小丑鱼
minecraft:fish,349,3,false,河豚
minecraft:cooked_fish,350,0,false,熟鱼
minecraft:cooked_fish,350,1,false,熟鲑鱼
minecraft:dye,351,0,false,墨囊
minecraft:dye,351,1,false,玫瑰红
minecraft:dye,351,2,false,仙人掌绿
minecraft:dye,351,3,false,可可豆
minecraft:dye,351,4,false,青金石
minecraft:dye,351,5,false,紫色染料
minecraft:dye,351,6,false,青色染料
minecraft:dye,351,7,false,淡灰色染料
minecraft:dye,351,8,false,灰色染料
minecraft:dye,351,9,false,粉红色染料
minecraft:dye,351,10,false,黄绿色染料
minecraft:dye,351,11,false,蒲公英黄
minecraft:dye,351,12,false,淡蓝色染料
minecraft:dye,351,13,false,品红色染料
minecraft:dye,351,14,false,橙色染料
minecraft:dye,351,15,false,骨粉
minecraft:bone,352,0,false,骨头
minecraft:sugar,353,0,false,糖
minecraft:cake,354,0,false,蛋糕
minecraft:bed,355,0,false,白色床
minecraft:bed,355,1,false,橙色床
minecraft:bed,355,2,false,品红色床
minecraft:bed,355,3,false,淡蓝色床
minecraft:bed,355,4,false,黄色床
minecraft:bed,355,5,false,黄绿色床
minecraft:bed,355,6,false,粉红色床
minecraft:bed,355,7,false,灰色床
minecraft:bed,355,8,false,淡灰色床
minecraft:bed,355,9,false,青色床
minecraft:bed,355,10,false,紫色床
minecraft:bed,355,11,false,蓝色床
minecraft:bed,355,12,false,棕色床
minecraft:bed,355,13,false,绿色床
minecraft:bed,355,14,false,红色床
minecraft:bed,355,15,false,黑色床
minecraft:repeater,356,0,false,红石中继器
minecraft:cookie,357,0,false,曲奇
minecraft:shears,359,0,false,剪刀
minecraft:melon,360,0,false,西瓜
minecraft:pumpkin_seeds,361,0,false,南瓜种子
minecraft:melon_seeds,362,0,false,西瓜种子
minecraft:beef,363,0,false,生牛肉
minecraft:cooked_beef,364,0,false,牛排
minecraft:chicken,365,0,false,生鸡肉
minecraft:cooked_chicken,366,0,false,熟鸡肉
minecraft:rotten_flesh,367,0,false,腐肉
minecraft:ender_pearl,368,0,false,末影珍珠
minecraft:blaze_rod,369,0,false,烈焰棒
minecraft:ghast_tear,370,0,false,恶魂之泪
minecraft:gold_nugget,371,0,false,金粒
minecraft:nether_wart,372,0,false,地狱疣
minecraft:potion,373,0,true,水瓶
minecraft:potion,373,0,true,平凡的药水
minecraft:potion,373,0,true,浓稠的药水
minecraft:potion,373,0,true,粗制的药水
minecraft:potion,373,0,true,夜视药水
minecraft:potion,373,0,true,夜视药水
minecraft:potion,373,0,true,隐身药水
minecraft:potion,373,0,true,隐身药水
minecraft:potion,373,0,true,跳跃药水
minecraft:potion,373,0,true,跳跃药水
minecraft:potion,373,0,true,跳跃药水
minecraft:potion,373,0,true,抗火药水
minecraft:potion,373,0,true,抗火药水
minecraft:potion,373,0,true,迅捷药水
minecraft:potion,373,0,true,迅捷药水
minecraft:potion,373,0,true,迅捷药水
minecraft:potion,373,0,true,迟缓药水
minecraft:potion,373,0,true,迟缓药水
minecraft:potion,373,0,true,水肺药水
minecraft:potion,373,0,true,水肺药水
minecraft:potion,373,0,true,治疗药水
minecraft:potion,373,0,true,治疗药水
minecraft:potion,373,0,true,伤害药水
minecraft:potion,373,0,true,伤害药水
minecraft:potion,373,0,true,剧毒药水
minecraft:potion,373,0,true,剧毒药水
minecraft:potion,373,0,true,剧毒药水
minecraft:potion,373,0,true,再生药水
minecraft:potion,373,0,true,再生药水
minecraft:potion,373,0,true,再生药水
minecraft:potion,373,0,true,力量药水
minecraft:potion,373,0,true,力量药水
minecraft:potion,373,0,true,力量药水
minecraft:potion,373,0,true,虚弱药水
minecraft:potion,373,0,true,虚弱药水
minecraft:potion,373,0,true,幸运药水
minecraft:glass_bottle,374,0,false,玻璃瓶
minecraft:spider_eye,375,0,false,蜘蛛眼
minecraft:fermented_spider_eye,376,0,false,发酵蛛眼
minecraft:blaze_powder,377,0,false,烈焰粉
minecraft:magma_cream,378,0,false,岩浆膏
minecraft:brewing_stand,379,0,false,酿造台
minecraft:cauldron,380,0,false,炼药锅
minecraft:ender_eye,381,0,false,末影之眼
minecraft:speckled_melon,382,0,false,闪烁的西瓜
minecraft:spawn_egg,383,0,true,生成 蝙蝠
minecraft:spawn_egg,383,0,true,生成 烈焰人
minecraft:spawn_egg,383,0,true,生成 洞穴蜘蛛
minecraft:spawn_egg,383,0,true,生成 鸡
minecraft:spawn_egg,383,0,true,生成 牛
minecraft:spawn_egg,383,0,true,生成 爬行者
minecraft:spawn_egg,383,0,true,生成 驴
minecraft:spawn_egg,383,0,true,生成 远古守卫者
minecraft:spawn_egg,383,0,true,生成 末影人
minecraft:spawn_egg,383,0,true,生成 末影螨
minecraft:spawn_egg,383,0,true,生成 唤魔者
minecraft:spawn_egg,383,0,true,生成 恶魂
minecraft:spawn_egg,383,0,true,生成 守卫者
minecraft:spawn_egg,383,0,true,生成 马
minecraft:spawn_egg,383,0,true,生成 尸壳
minecraft:spawn_egg,383,0,true,生成 羊驼
minecraft:spawn_egg,383,0,true,生成 岩浆怪
minecraft:spawn_egg,383,0,true,生成 哞菇
minecraft:spawn_egg,383,0,true,生成 骡
